votes,answers,views,question,tags,user,user_reputation,time_asked
273,9,198k,I just switched to PyCharm and I am very happy about all the warnings and hints it provides me to improve my code. Except for this one which I don't understand: This inspection detects shadowing ...,python pycharm shadowing,Framester,29.2k,"asked Nov 21, 2013 at 15:35"
273,12,287k,"In the example code below, I'd like to recover the return value of the function worker. How can I go about doing this? Where is this value stored? Example Code: import multiprocessing def worker(...",python python-multiprocessing,Louis Thibault,17.7k,"asked May 2, 2012 at 13:44"
273,3,259k,"Why do I receive a syntax error when printing a string in Python 3? >>> print ""hello World"" File ""<stdin>"", line 1 print ""hello World"" ^ SyntaxError: ...",python python-3.x,Scott,10.8k,"asked May 5, 2009 at 21:19"
273,11,127k,"Say I have a multiple inheritance scenario: class A(object): # code for A here class B(object): # code for B here class C(A, B): def __init__(self): # What's the right code to ...",python oop inheritance multiple-inheritance super,Adam Parkin,16.1k,"asked Mar 5, 2012 at 23:00"
273,8,53k,"SciPy appears to provide most (but not all [1]) of NumPy's functions in its own namespace. In other words, if there's a function named numpy.foo, there's almost certainly a scipy.foo. Most of the time,...",python numpy scipy,"13 revs, 2 users 88%",NPE,NPE
272,20,469k,I come from pandas background and am used to reading data from CSV files into a dataframe and then simply changing the column names to something useful using the simple command: df.columns = ...,python apache-spark pyspark apache-spark-sql,Shubhanshu Mishra,"5,350","asked Dec 3, 2015 at 22:21"
272,14,513k,I'm trying to set up a server with python from mac terminal. I navigate to folder location an use: python -m SimpleHTTPServer But this gives me error: socket.error: [Errno 48] Address already ...,python macos simplehttpserver,irm,"3,583","asked Sep 28, 2013 at 20:48"
272,5,85k,What are the main differences among them? And in which typical scenarios is it better to use each language?,python perl sed awk language-comparisons,Khaled Al Hourani,"3,127","asked Dec 14, 2008 at 21:00"
272,12,532k,Apologies for the simple question... I'm new to Python... I have searched around and nothing seems to be working. I have a bunch of datetime objects and I want to calculate the number of seconds ...,python python-2.7,Nathan Lippi,"4,537","asked Oct 21, 2011 at 17:09"
272,13,187k,"I have data saved in a postgreSQL database. I am querying this data using Python2.7 and turning it into a Pandas DataFrame. However, the last column of this dataframe has a dictionary of values inside ...",python json pandas dictionary json-normalize,llaffin,"2,753","asked Jul 6, 2016 at 18:47"
272,8,264k,I know it's an easy way of doing it but i didn't find it neither here nor on google. So i was curious if there is a way to install multiple packages using pip. Something like: pip install progra1 ...,python pip,Florin,"3,051","asked Mar 31, 2012 at 14:29"
272,14,798k,"I would like to convert a NumPy array to a unit vector. More specifically, I am looking for an equivalent version of this normalisation function: def normalize(v): norm = np.linalg.norm(v) if ...",python numpy scikit-learn statistics normalization,Donbeo,15.3k,"asked Jan 9, 2014 at 20:25"
271,6,278k,I am having trouble in using inheritance with Python. While the concept seems too easy for me in Java yet up till now I have been unable to understand in Python which is surprising to me at least. I ...,python inheritance abstract,user506710,"asked Dec 7, 2010 at 23:58","asked Dec 7, 2010 at 23:58"
271,6,286k,"I need to find ""yesterday's"" date in this format MMDDYY in Python. So for instance, today's date would be represented like this: 111009 I can easily do this for today but I have trouble doing it ...",python datetime date,y2k,63.8k,"asked Nov 11, 2009 at 0:01"
271,19,288k,"I know that Python does not support method overloading, but I've run into a problem that I can't seem to solve in a nice Pythonic way. I am making a game where a character needs to shoot a variety of ...",python class oop overloading multiple-dispatch,Bullets,"2,751","asked Jun 22, 2011 at 3:11"
271,9,219k,Let's assume we have such a trivial daemon written in python: def mainloop(): while True: # 1. do # 2. some # 3. important # 4. job # 5. sleep mainloop() ...,python daemon sigterm start-stop-daemon,zerkms,238k,"asked Aug 28, 2013 at 22:44"
271,8,439k,"I am diving into Python and I have a question about foreach iteration. I am new to Python and I have some experience in C#. So I am wondering, if there is some equivalent function in Python for ...",python foreach,Bill,"3,039","asked Oct 31, 2016 at 16:33"
271,1,59k,I'd like to add comments for a few packages in a pip requirements file. (Just to explain why that package is on the list.) Can I do this? I'm imagining something like Babel==0.9.5 # translation ...,python comments pip,lofidevops,13.1k,"asked Feb 6, 2012 at 11:59"
270,22,287k,"How do I make a for loop or a list comprehension so that every iteration gives me two elements? l = [1,2,3,4,5,6] for i,k in ???: print str(i), '+', str(k), '=', str(i+k) Output: 1+2=3 3+4=7 5+...",python list,jackhab,15.9k,"asked Mar 22, 2011 at 10:01"
270,11,572k,"I want to make some modifications to a few selected tick labels in a plot. For example, if I do: label = axes.yaxis.get_major_ticks()[2].label label.set_fontsize(size) label.set_rotation('vertical')...",python matplotlib,repoman,"3,055","asked Jun 28, 2012 at 12:20"
270,15,371k,I am trying to read a large csv file (aprox. 6 GB) in pandas and i am getting a memory error: MemoryError Traceback (most recent call last) <ipython-input-58-...,python pandas csv memory chunks,Rajkumar Kumawat,"3,197","asked Sep 21, 2014 at 17:46"
270,6,180k,I am new to Python's logging package and plan to use it for my project. I would like to customize the time format to my taste. Here is a short code I copied from a tutorial: import logging # create ...,python datetime logging formatting,Hai Vu,33.2k,"asked Jul 10, 2010 at 17:56"
270,19,653k,I installed Python Anaconda on Mac (OS Mavericks). I wanted to revert to the default version of Python on my Mac. What's the best way to do this? Should I delete the ~/anaconda directory? Any other ...,python anaconda,william tell,"3,902","asked Mar 22, 2014 at 23:51"
270,8,253k,"Assuming connectionDetails is a Python dictionary, what's the best, most elegant, most ""pythonic"" way of refactoring code like this? if ""host"" in connectionDetails: host = connectionDetails[""host""...",python dictionary coding-style,mnowotka,15.5k,"asked Feb 20, 2012 at 9:42"
270,31,354k,"I'm running PyLint from inside Wing IDE on Windows. I have a sub-directory (package) in my project and inside the package I import a module from the top level, ie. __init__.py myapp.py one.py subdir\ ...",python virtualenv pylint pythonpath,EMP,54.4k,"asked Dec 14, 2009 at 7:22"
270,7,266k,"I'm trying to use get_or_create for some fields in my forms, but I'm getting a 500 error when I try to do so. One of the lines looks like this: customer.source = Source.objects.get_or_create(name=""...",python django,Stephen,"5,409","asked Dec 21, 2009 at 16:43"
270,12,168k,"Is there any difference at all between these classes besides the name? class WithClass (): def __init__(self): self.value = ""Bob"" def my_func(self): print(self.value) class ...",python class oop constructor,Teifion,102k,"asked Oct 8, 2009 at 11:25"
270,14,333k,"I received some text that is encoded, but I don't know what charset was used. Is there a way to determine the encoding of a text file using Python? How can I detect the encoding/codepage of a text ...",python encoding text-files,Nope,31.9k,"asked Jan 12, 2009 at 17:30"
270,12,620k,How to convert a tensor into a numpy array when using Tensorflow with Python bindings?,python numpy tensorflow,mathetes,11k,"asked Dec 4, 2015 at 20:55"
270,5,184k,"In Python, what is the difference between json.load() and json.loads()? I guess that the load() function must be used with a file object (I need thus to use a context manager) while the loads() ...",python json python-2.7,MMF,"5,332","asked Sep 27, 2016 at 8:24"
270,3,241k,"I think 'unpack' might be the wrong vocabulary here - apologies because I'm sure this is a duplicate question. My question is pretty simple: in a function that expects a list of items, how can I pass ...",python list parameter-passing,AP257,79.6k,"asked Aug 13, 2010 at 19:40"
270,5,294k,"import os A = os.path.join(os.path.dirname(__file__), '..') B = os.path.dirname(os.path.realpath(__file__)) C = os.path.abspath(os.path.dirname(__file__)) I usually just hard-wire these with the ...",python,depling,"2,873","asked Feb 14, 2012 at 3:52"
270,7,464k,There is a --user option for pip which can install a Python package per user: pip install --user [python-package-name] I used this option to install a package on a server for which I do not have ...,python python-3.x pip virtualenv,Serjik,"9,699","asked Oct 29, 2015 at 11:27"
269,12,182k,"I have written the following Python code: #!/usr/bin/python # -*- coding: utf-8 -*- import os, glob path = '/home/my/path' for infile in glob.glob( os.path.join(path, '*.png') ): print infile ...",python glob,Martin Thoma,104k,"asked Jul 21, 2011 at 8:59"
269,8,431k,I have a time in UTC from which I want the number of seconds since epoch. I am using strftime to convert it to the number of seconds. Taking 1st April 2012 as an example. >>>datetime....,python datetime utc epoch strftime,Noel,"3,431","asked Jul 31, 2012 at 14:59"
269,15,559k,"I want to scrape all the data of a page implemented by a infinite scroll. The following python code works. for i in range(100): driver.execute_script(""window.scrollTo(0, document.body....",python selenium execute-script,apogne,"2,825","asked Oct 25, 2014 at 20:14"
269,25,317k,"The goal is to create a mock class which behaves like a db resultset. So for example, if a database query returns, using a dict expression, {'ab':100, 'cd':200}, then I would like to see: >>&...",python properties runtime monkeypatching,Anthony Kong,32.5k,"asked Aug 25, 2009 at 1:53"
269,18,512k,"Most of the questions I've found are biased on the fact they're looking for letters in their numbers, whereas I'm looking for numbers in what I'd like to be a numberless string. I need to enter a ...",python string,DonnellyOverflow,"3,383","asked Nov 8, 2013 at 12:37"
